No pqr;Periodo;Medio;Clasificación;Secretaria;Dependencia relacionada;Producto
468;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
467;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
466;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
465;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
464;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
461;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
460;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
458;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano1040 dirección de bienes y servicios educativos;Evidencias
457;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
456;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
455;2,018;Web;Reclamo;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
454;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
453;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
452;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
451;2,018;Web;Reclamo;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
450;2,018;Web;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
449;2,018;Web;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
448;2,018;Web;Peticion;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
446;2,018;Correo Electrónico;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
445;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
444;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
443;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
442;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
441;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
440;2,018;Web;Clasificacion pendiente;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0800 secretaría de gobierno;Evidencias
438;2,018;Web;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
437;2,018;Web;Peticion;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
436;2,018;Buzón;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
435;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
434;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
433;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
432;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
431;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
430;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
429;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
428;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
427;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
426;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
425;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud0800 secretaría de gobierno;Evidencias
424;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
423;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
422;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
421;2,018;Buzón;Reclamo;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
420;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
419;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
418;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
417;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
416;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
414;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
413;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
411;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
410;2,018;Web;Peticion;0110 SECRETARÍA PRIVADA;0110 secretaría privada;Evidencias
408;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
407;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
406;2,018;Web;Peticion;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
405;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
403;2,018;Correo Electrónico;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
402;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
401;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
398;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
397;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
396;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
394;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
393;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
392;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
391;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
390;2,018;Buzón;Sugerencia;0200 SECRETARÍA DE PLANEACIÓN;240 dirección estratégica del sistema de gestion ambiental municipal;Evidencias
389;2,018;Buzón;Sugerencia;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
388;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
387;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
386;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
384;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
382;2,018;Web;Reconocimiento;0110 SECRETARÍA PRIVADA;0110 secretaría privada;Evidencias
372;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;240 dirección estratégica del sistema de gestion ambiental municipal;Evidencias
371;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
370;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
369;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
368;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
367;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
366;2,018;Web;Queja;0700 SECRETARÍA DE VIVIENDA SOCIAL;0700 secretaría de vivienda social;Evidencias
365;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
364;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
363;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
352;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
348;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
347;2,018;Web;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
345;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
344;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1500 secretaría de gestión administrativa;Evidencias
342;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1500 secretaría de gestión administrativa;Evidencias
341;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
340;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
338;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
337;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
336;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
335;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
334;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
27;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
333;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
332;2,018;Buzón;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
331;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
329;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
328;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
327;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
326;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
325;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
324;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
323;2,018;Buzón;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
322;2,018;Buzón;Reconocimiento;0500 SECRETARÍA DE DESARROLLO RURAL Y GESTIÓN AMBIENTAL;0500 secretaría de desarrollo rural y gestión ambiental;Evidencias
321;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
320;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
319;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
318;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
317;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
316;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
315;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
314;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
313;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
312;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
311;2,018;Correo Electrónico;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
310;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
309;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
308;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
307;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
306;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
305;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
302;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
300;2,018;Personal;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
299;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
298;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
297;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
296;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
295;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
294;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
293;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
292;2,018;Personal;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
290;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
283;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
282;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
281;2,018;Web;Peticion;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
280;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
278;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
277;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
276;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
275;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
274;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
273;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
272;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
271;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
270;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
269;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
268;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
267;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
266;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
265;2,018;Buzón;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
263;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
262;2,018;Buzón;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
261;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
260;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
259;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
258;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
257;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
256;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
255;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
254;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
253;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
252;2,018;Web;Peticion;0300 SECRETARÍA DE DESARROLLO ECONÓMICO Y COMPETITIVIDAD;310 dirección de competitividad;Evidencias
251;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
250;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
249;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
247;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
246;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
245;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
244;2,018;Web;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
243;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
242;2,018;Correo Electrónico;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
239;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
238;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
237;2,018;Personal;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
236;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
235;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
234;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
233;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
232;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
231;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;Evidencias
230;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
229;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
228;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
227;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
226;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
225;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
224;2,018;Buzón;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1010 subsecretaría de planeación y calidad educativa;Evidencias
223;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
222;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
221;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
220;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
219;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
218;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
216;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
215;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
214;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
213;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
212;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
211;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
209;2,018;Web;Peticion;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
208;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
207;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
206;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
